station_public_id,province,inventory_l,price_krw_per_l,latitude,longitude,stock_status_color,observed_at,regional_demand_base_l,station_inventory_score,station_price_pressure_score,station_supply_priority_score,station_priority_rank,municipality_supply_availability_score,final_priority_score,final_priority_rank
STN-128,Gyeonggi-do,2000,3960,37.9804976,127.2438608,GREEN,2021-12-28 09:00:10,96533521.76011252,0.0224719101123596,0.7134831460674157,50.01404494382024,139,0.436887371514083,26.11056326701752,128
STN-129,Incheon,2000,2000,37.4543862,126.6224801,GREEN,2021-12-28 14:32:09,20757939.40511667,0.2134831460674157,0.7134831460674157,41.03932584269663,156,0.3378056118034636,24.892510348934252,129
STN-130,Incheon,2000,2072,37.45088617,126.6196854,GREEN,2021-12-28 13:18:11,20757939.40511667,0.1741573033707865,0.7134831460674157,40.056179775280896,158,0.3378056118034636,24.892510348934252,130
STN-131,Incheon,2000,2600,37.448236,126.6288275,GREEN,2021-12-28 10:31:30,20757939.40511667,0.101123595505618,0.7134831460674157,38.23033707865169,159,0.3378056118034636,24.892510348934252,131
STN-132,Gyeonggi-do,2300,1490,37.7797059,127.0289534,GREEN,2021-12-28 12:06:51,96533521.76011252,0.3398876404494382,0.9719101123595506,61.82584269662922,81,0.3425983979983547,24.77118293649665,132
STN-133,Gyeonggi-do,2000,940,37.8564343,127.030893,YELLOW,2021-12-28 12:41:44,96533521.76011252,0.651685393258427,0.7134831460674157,75.74438202247192,30,0.3425983979983547,24.62118293649665,133
STN-134,Gyeonggi-do,2000,948,37.8683667,127.0603002,YELLOW,2021-12-28 12:55:57,96533521.76011252,0.6460674157303371,0.7134831460674157,75.60393258426967,31,0.3425983979983547,24.34118293649665,134
STN-135,Incheon,1900,3300,37.453282,126.6160684,GREEN,2021-12-28 12:23:49,20757939.40511667,0.0561797752808989,0.497191011235955,33.8623595505618,160,0.3378056118034636,24.142510348934252,135
STN-136,Gyeonggi-do,2000,1000,37.244506,127.4331038,GREEN,2021-12-28 11:03:22,96533521.76011252,0.5926966292134832,0.7134831460674157,74.26966292134833,41,0.2855633534167746,23.8546376229262,136
STN-137,Gyeonggi-do,2000,1000,37.1090538,127.5734406,GREEN,2021-12-28 08:32:05,96533521.76011252,0.5926966292134832,0.7134831460674157,74.26966292134833,41,0.2855633534167746,23.8546376229262,137
STN-138,Gyeonggi-do,2000,1108,37.2436998,127.4328991,GREEN,2021-12-28 09:54:15,96533521.76011252,0.5337078651685394,0.7134831460674157,72.79494382022473,51,0.2855633534167746,23.8546376229262,138
STN-139,Gyeonggi-do,2000,1467,37.1344662,127.5153505,GREEN,2021-12-28 12:57:55,96533521.76011252,0.3651685393258427,0.7134831460674157,58.58146067415731,94,0.2855633534167746,23.8546376229262,139
STN-140,Gyeonggi-do,2000,2330,37.2420706,127.5028016,GREEN,2021-12-28 14:49:04,96533521.76011252,0.1292134831460674,0.7134831460674157,52.682584269662925,121,0.2855633534167746,23.8546376229262,140
STN-141,Gyeonggi-do,2000,2702,37.2875484,127.4897245,GREEN,2021-12-28 12:18:58,96533521.76011252,0.0955056179775281,0.7134831460674157,51.83988764044945,126,0.2855633534167746,23.8546376229262,141
STN-142,Gyeonggi-do,1600,1374,37.1838543,127.662086,GREEN,2021-12-28 14:49:44,96533521.76011252,0.4157303370786517,0.4073033707865168,55.25280898876405,110,0.449432358530365,23.761712727872304,142
STN-143,Gyeonggi-do,1500,1700,37.274182,127.6376396,GREEN,2021-12-28 09:25:58,96533521.76011252,0.2668539325842697,0.2808988764044944,49.63483146067416,142,0.449432358530365,23.011712727872304,143
STN-144,Gyeonggi-do,1500,2400,37.2600212,127.6426481,GREEN,2021-12-28 12:13:20,96533521.76011252,0.1123595505617978,0.2808988764044944,45.77247191011237,151,0.449432358530365,23.011712727872304,144
STN-145,Incheon,1400,5210,37.576637,126.7187914,GREEN,2021-12-28 14:08:08,20757939.40511667,0.0056179775280899,0.146067415730337,27.331460674157302,166,0.4896639076411181,22.421140536354194,145
STN-146,Gyeonggi-do,2200,1560,37.0824102,127.2107496,GREEN,2021-12-28 13:29:12,96533521.76011252,0.2921348314606742,0.946629213483146,60.25280898876406,87,0.1901990125191858,22.313930876343,146
STN-147,Gyeonggi-do,2000,1700,37.45620108,126.8804065,GREEN,2021-12-28 10:23:15,96533521.76011252,0.2668539325842697,0.7134831460674157,56.12359550561799,106,0.4583023223978196,22.26167785009096,147
STN-148,Gyeonggi-do,1300,1355,37.3852554,127.5263272,GREEN,2021-12-28 08:26:01,96533521.76011252,0.4213483146067416,0.0926966292134831,50.6741573033708,134,0.449432358530365,21.511712727872304,148
STN-149,Incheon,1500,3850,37.4475912,126.6268372,GREEN,2021-12-28 12:58:09,20757939.40511667,0.0337078651685393,0.2808988764044944,30.056179775280896,164,0.3378056118034636,21.142510348934252,149
STN-150,Gyeonggi-do,1600,2300,37.2941395,127.3758207,GREEN,2021-12-28 12:09:26,96533521.76011252,0.1376404494382022,0.4073033707865168,48.30056179775281,144,0.2855633534167746,20.8546376229262,150
STN-151,Gyeonggi-do,2000,1006,37.0157472,127.3149233,GREEN,2021-12-28 13:39:24,96533521.76011252,0.5674157303370786,0.7134831460674157,73.63764044943821,44,0.1901990125191858,20.813930876343008,151
STN-152,Gyeonggi-do,2000,2788,37.0451842,127.156934,GREEN,2021-12-28 14:32:07,96533521.76011252,0.0898876404494382,0.7134831460674157,51.6994382022472,127,0.1901990125191858,20.813930876343008,152
STN-153,Gyeonggi-do,2000,2943,37.0378434,127.1511057,GREEN,2021-12-28 12:15:28,96533521.76011252,0.0786516853932584,0.7134831460674157,51.4185393258427,128,0.1901990125191858,20.813930876343008,153
STN-154,Gyeonggi-do,2000,3059,37.0515516,127.2484473,GREEN,2021-12-28 12:36:13,96533521.76011252,0.0730337078651685,0.7134831460674157,51.27808988764045,129,0.1901990125191858,20.813930876343008,154
STN-155,Gyeonggi-do,2000,3160,37.0740101,127.4909489,GREEN,2021-12-28 12:04:45,96533521.76011252,0.0674157303370787,0.7134831460674157,51.13764044943821,131,0.1901990125191858,20.813930876343008,155
STN-156,Gyeonggi-do,1500,1000,37.329598,126.9348359,GREEN,2021-12-28 09:31:55,96533521.76011252,0.5926966292134832,0.2808988764044944,67.7808988764045,67,0.5061378875217519,20.540490416131263,156
STN-157,Gyeonggi-do,1700,3890,37.7873426,127.0200318,GREEN,2021-12-28 08:20:54,96533521.76011252,0.0280898876404493,0.4213483146067415,45.77247191011236,152,0.3425983979983547,20.27118293649665,157
STN-158,Gyeonggi-do,1500,1401,37.3088175,127.4643888,GREEN,2021-12-28 09:03:46,96533521.76011252,0.3764044943820225,0.2808988764044944,52.37359550561799,124,0.2855633534167746,20.1046376229262,158
STN-159,Gyeonggi-do,1500,1780,37.3131812,127.4672227,GREEN,2021-12-28 08:40:55,96533521.76011252,0.2471910112359551,0.2808988764044944,49.14325842696631,143,0.2855633534167746,20.1046376229262,159
STN-160,Gyeonggi-do,1400,1071,37.2928204,127.5193159,GREEN,2021-12-28 12:53:30,96533521.76011252,0.550561797752809,0.146067415730337,64.70505617977528,78,0.2855633534167746,19.354637622926205,160
STN-161,Incheon,1200,1400,37.4689161,126.6242628,GREEN,2021-12-28 10:52:50,20757939.40511667,0.3876404494382022,0.0365168539325842,45.23876404494381,154,0.3378056118034636,18.892510348934252,161
STN-162,Gyeonggi-do,1500,1700,37.808013,127.0459485,GREEN,2021-12-28 04:09:54,96533521.76011252,0.2668539325842697,0.2808988764044944,49.63483146067416,142,0.3425983979983547,18.77118293649665,162
STN-163,Gyeonggi-do,2200,2067,37.3377533,126.9803109,GREEN,2021-12-28 14:46:49,96533521.76011252,0.1797752808988764,0.946629213483146,57.44382022471911,103,0.2838390340774184,18.257735969333133,163
STN-164,Gyeonggi-do,2000,792,37.7016979,127.5434742,YELLOW,2021-12-28 13:05:34,96533521.76011252,0.7415730337078652,0.7134831460674157,77.99157303370788,15,0.0682493638743566,17.813275424413455,164
STN-165,Gyeonggi-do,1500,1270,37.0245838,127.3324282,GREEN,2021-12-28 08:46:31,96533521.76011252,0.4662921348314607,0.2808988764044944,64.62078651685394,79,0.1901990125191858,17.063930876343004,165
STN-166,Gyeonggi-do,1500,2123,37.1075409,127.2197847,GREEN,2021-12-28 12:01:33,96533521.76011252,0.1629213483146067,0.2808988764044944,47.03651685393259,146,0.1901990125191858,17.063930876343004,166
STN-167,Gyeonggi-do,2000,1912,37.3348615,126.9603317,GREEN,2021-12-28 09:08:34,96533521.76011252,0.2247191011235955,0.7134831460674157,55.070224719101134,111,0.2838390340774184,16.757735969333133,167
STN-168,Gyeonggi-do,1300,1000,37.0239105,127.2658829,GREEN,2021-12-28 12:03:30,96533521.76011252,0.5926966292134832,0.0926966292134831,64.95786516853934,76,0.1901990125191858,15.563930876343008,168
STN-169,Gyeonggi-do,1300,1300,37.0767838,127.1324553,GREEN,2021-12-28 12:05:05,96533521.76011252,0.449438202247191,0.0926966292134831,61.37640449438203,83,0.1901990125191858,15.563930876343008,169
STN-170,Gyeonggi-do,1800,875,37.7019217,127.5467986,YELLOW,2021-12-28 13:27:39,96533521.76011252,0.6853932584269663,0.4578651685393258,72.75280898876406,52,0.0682493638743566,13.408275424413455,170
STN-171,Gyeonggi-do,1500,818,37.6862131,127.3791319,YELLOW,2021-12-28 09:19:49,96533521.76011252,0.7247191011235955,0.2808988764044944,71.08146067415731,60,0.0682493638743566,13.153275424413458,171
STN-172,Gyeonggi-do,1500,873,37.7736461,127.4575568,YELLOW,2021-12-28 12:11:31,96533521.76011252,0.6910112359550562,0.2808988764044944,70.23876404494384,64,0.0682493638743566,11.228275424413455,172
STN-173,Gyeonggi-do,2000,1490,37.7976304,127.4821454,GREEN,2021-12-28 12:13:15,96533521.76011252,0.3398876404494382,0.7134831460674157,57.9494382022472,100,0.0682493638743566,10.533275424413455,173
STN-174,Incheon,2000,1000,37.4857599,126.645437,GREEN,2021-12-28 09:17:41,20757939.40511667,0.5926966292134832,0.7134831460674157,60.51966292134831,85,0.0373351507506934,10.113460552548544,174
STN-175,Incheon,1500,2903,37.4881367,126.6456022,GREEN,2021-12-28 09:10:30,20757939.40511667,0.0842696629213483,0.2808988764044944,31.320224719101127,162,0.0373351507506934,6.363460552548543,175
STN-176,Incheon,1400,2190,37.4872663,126.6211871,GREEN,2021-12-28 12:36:46,20757939.40511667,0.151685393258427,0.146067415730337,30.98314606741573,163,0.0373351507506934,5.613460552548545,176
STN-177,Incheon,1400,4900,37.4872953,126.6455178,GREEN,2021-12-28 12:22:13,20757939.40511667,0.0112359550561798,0.146067415730337,27.471910112359552,165,0.0373351507506934,5.613460552548545,177
STN-178,Incheon,1200,1300,37.4874669,126.6223249,GREEN,2021-12-28 12:41:02,20757939.40511667,0.449438202247191,0.0365168539325842,46.78370786516854,147,0.0373351507506934,4.113460552548545,178
